ph,turbidity,solids,chloramines,sulfate,conductivity,organic_carbon,hardness,temperature,dissolved_oxygen,potability
7.851,1.879,24355.522,3.887,270.963,408.272,9.679,171.862,16.839,8.701,1
8.921,1.11,21140.981,7.459,165.942,400.358,16.598,196.042,19.726,4.733,0
7.831,9.54,20442.513,5.588,199.632,533.295,13.867,288.808,29.529,6.593,1
5.528,0.632,19397.098,5.627,80.0,667.585,13.443,227.83,25.372,7.904,0
7.033,1.292,14430.918,6.868,402.513,391.82,9.26,128.738,27.69,7.288,1
5.928,3.916,15538.277,6.437,144.494,461.443,14.32,340.0,22.686,8.773,0
6.582,3.357,19113.403,5.687,150.938,308.709,21.196,189.091,29.127,6.938,0
8.611,8.817,16373.163,4.723,385.12,528.831,13.289,97.577,24.7,6.955,0
7.738,5.067,24724.443,9.067,297.943,342.902,15.002,132.889,19.963,8.577,0
6.401,3.023,18107.426,3.632,275.263,720.0,15.666,133.215,27.324,6.433,0
6.086,7.525,19943.783,6.592,293.923,204.511,7.35,115.861,17.925,5.766,1
7.133,2.488,8382.554,4.932,346.082,662.693,11.903,218.213,31.953,8.237,1
5.883,9.282,23630.997,6.009,273.489,523.947,11.766,45.0,28.847,5.665,0
6.429,1.674,13722.372,7.567,133.8,270.331,2.938,244.024,21.302,9.953,1
7.412,3.268,10722.752,4.477,327.321,683.334,16.05,234.792,21.927,4.084,0
8.255,0.43,28200.209,6.304,300.899,293.591,8.307,164.894,23.768,6.863,0
7.709,6.259,22034.54,5.631,364.582,367.28,15.558,240.364,21.997,10.328,1
4.809,3.76,23851.122,3.817,158.827,249.409,9.089,129.899,30.65,10.957,0
7.404,9.298,20454.225,7.616,203.006,387.426,21.69,143.672,19.875,7.236,1
7.172,2.787,16894.52,6.522,298.328,398.676,11.246,220.225,14.285,9.387,1
7.514,0.945,15682.574,4.231,184.717,504.604,21.145,178.475,21.5,8.795,1
8.716,4.631,22564.216,7.307,80.0,697.598,11.723,155.619,27.365,6.515,0
5.037,2.21,24861.374,3.437,281.773,343.445,12.259,183.756,28.885,8.241,1
6.509,5.672,17056.806,5.042,341.076,110.0,19.55,262.532,23.66,5.849,0
7.691,1.704,30971.529,4.242,254.041,482.82,8.371,260.4,19.324,4.588,0
5.518,8.245,16217.429,6.603,311.591,338.963,12.725,213.437,22.744,8.308,1
8.576,3.54,8438.945,4.141,299.286,623.214,14.928,170.451,19.2,8.414,1
7.468,3.032,6310.102,6.617,265.892,400.85,14.317,218.678,9.629,5.266,0
7.947,7.89,6529.46,6.289,276.557,313.909,12.694,142.565,18.058,7.143,0
6.529,6.321,14810.223,4.35,379.677,283.444,12.076,254.292,25.96,5.265,0
7.914,1.906,15991.883,8.759,183.039,479.746,16.309,242.273,21.43,6.57,1
8.168,6.2,21936.898,3.61,330.709,371.972,13.296,296.237,21.21,6.614,0
7.333,5.371,17314.048,2.282,164.625,581.125,16.849,145.88,29.42,8.734,0
7.334,3.16,22981.912,6.812,197.444,379.729,14.264,139.054,17.409,6.5,1
7.37,5.87,17791.803,0.801,366.653,574.754,15.426,220.323,17.976,5.129,0
6.237,8.221,17587.889,8.084,162.164,239.384,17.601,174.943,24.919,10.488,0
6.952,3.229,13746.153,5.304,244.465,196.366,11.105,244.963,18.871,8.291,1
6.947,3.237,26746.825,2.246,460.0,504.503,17.479,262.474,18.842,9.013,0
7.483,3.109,7545.352,3.203,352.172,349.269,11.794,283.654,31.986,8.495,1
8.1,1.843,19458.517,1.832,202.34,373.374,6.197,193.212,16.782,9.094,1
6.041,3.205,16319.272,5.866,216.905,283.537,11.019,238.421,18.752,8.186,0
6.975,2.947,22581.405,2.446,250.54,274.74,9.248,161.567,25.546,8.237,1
8.581,2.82,17364.609,6.104,376.515,481.28,14.189,201.947,22.716,7.629,0
6.356,2.788,17556.184,4.49,179.86,402.738,11.214,187.061,15.034,6.61,1
6.278,1.289,15766.842,4.149,174.716,277.776,13.075,184.127,33.347,8.996,1
7.302,6.745,26556.167,6.119,325.635,499.865,17.064,290.315,18.393,6.924,0
7.944,2.156,17515.638,6.347,122.103,545.99,19.186,116.186,21.576,7.612,0
7.111,8.522,30302.733,7.392,187.558,391.94,13.817,189.726,25.534,8.066,0
8.429,1.545,19269.606,3.832,257.767,525.384,17.385,192.957,35.542,8.218,0
7.957,9.792,17641.439,5.04,262.125,284.783,11.703,225.382,20.624,5.574,0
7.942,2.582,16555.375,3.829,149.007,474.265,5.466,129.656,17.667,7.762,1
7.654,6.25,21167.605,5.426,295.068,424.41,7.193,173.556,25.887,5.563,0
9.428,3.734,13675.443,3.543,312.07,310.013,11.619,157.233,35.111,7.721,0
6.895,1.133,18447.326,4.252,208.688,651.367,16.08,66.145,23.789,8.804,1
5.096,1.19,17552.891,4.262,406.164,432.933,11.632,253.936,21.344,10.64,1
8.704,2.014,19614.11,5.687,293.867,334.102,17.836,109.154,25.27,8.44,0
6.642,2.47,19775.197,5.106,179.587,407.355,20.742,101.823,10.963,8.955,1
7.208,3.305,20112.967,6.113,402.766,300.637,8.503,242.12,19.433,5.442,0
8.41,4.32,18116.881,4.886,220.517,266.175,22.062,171.583,12.413,8.369,0
5.498,2.994,27698.133,3.94,280.204,351.07,5.144,173.484,20.912,5.392,0
5.848,4.16,20246.697,5.483,223.624,359.195,20.82,174.533,20.025,9.564,1
5.499,4.645,34438.911,3.266,318.053,308.499,12.349,249.09,7.702,5.481,0
6.306,2.895,17824.034,6.238,224.07,555.134,11.452,159.65,24.04,5.641,0
7.54,5.311,23732.936,4.529,229.227,313.107,12.464,222.729,26.585,8.759,1
7.624,6.129,12780.68,5.509,251.402,293.133,8.9,127.235,21.878,10.424,1
7.376,4.727,26605.13,5.54,222.334,262.714,19.257,208.152,14.135,9.304,0
5.687,4.914,12922.154,8.303,356.104,251.162,9.386,239.648,30.338,6.763,0
4.79,3.903,20463.207,5.863,158.088,528.294,9.96,267.28,34.004,5.619,0
7.154,7.135,15781.223,5.246,261.842,435.98,6.293,104.798,25.321,6.63,0
6.628,3.361,20438.051,3.715,272.605,487.839,9.212,173.682,20.946,7.626,1
7.559,2.044,15973.824,6.705,254.406,527.209,9.349,277.91,21.022,7.261,1
7.802,3.434,12369.856,4.56,347.305,365.004,9.047,240.703,25.513,5.548,0
7.238,1.152,15734.65,2.049,137.164,581.669,11.709,179.054,23.522,9.715,1
7.86,1.027,27520.271,4.71,313.273,329.773,7.484,190.209,25.526,9.754,1
7.329,6.149,20537.296,5.483,159.179,273.513,19.675,206.336,25.61,10.793,0
7.63,8.612,9122.475,3.463,221.754,449.834,11.812,169.486,18.719,4.411,0
6.395,2.644,24619.988,4.864,150.446,422.346,14.183,220.093,18.227,5.944,0
6.92,6.188,11705.158,4.957,236.772,422.155,16.378,216.978,21.374,7.852,1
7.297,0.553,22331.835,4.988,215.852,526.839,21.612,128.687,25.712,7.409,1
7.921,4.738,21095.573,7.569,404.253,417.745,16.594,163.063,13.955,6.591,0
6.706,3.371,21506.018,2.477,285.516,442.566,11.385,165.025,21.674,5.859,1
7.621,9.527,29545.73,9.168,302.382,568.152,7.673,175.946,22.791,5.604,1
6.834,3.034,12113.834,5.034,170.862,437.002,14.021,204.843,20.177,11.047,0
6.982,1.448,21470.166,6.26,327.907,464.311,17.28,199.926,31.136,4.831,1
7.93,0.898,25687.326,5.356,404.249,234.874,13.139,150.413,30.146,4.596,0
5.107,3.432,13318.279,1.648,338.942,720.0,12.793,263.715,25.41,5.261,0
5.804,3.898,12652.602,2.987,153.479,214.099,13.461,190.278,33.268,7.746,0
5.618,2.898,15633.281,4.051,225.548,340.28,4.086,270.499,28.094,6.909,1
4.766,6.28,19610.765,7.087,274.222,336.652,13.159,269.21,23.778,8.145,1
6.422,8.016,8331.904,2.331,215.941,657.962,15.795,131.744,20.234,6.128,0
7.849,2.622,21084.113,3.389,460.0,332.928,12.294,163.031,20.708,7.559,0
6.815,0.666,8345.486,5.43,224.007,458.026,17.556,167.05,25.207,7.553,1
7.298,4.177,25906.65,6.046,261.315,337.468,17.706,207.232,20.844,10.235,0
8.189,7.229,20839.484,5.985,213.981,280.188,10.232,229.952,14.202,10.602,0
8.428,2.631,29935.409,3.132,284.693,473.443,14.488,198.081,20.792,7.128,0
7.031,4.913,21847.094,1.904,382.5,318.724,12.692,159.7,28.96,8.939,1
8.454,1.357,15519.057,6.178,274.763,429.911,3.372,280.838,8.07,7.692,1
7.192,4.106,12308.599,7.966,246.384,480.203,11.658,165.887,31.138,8.787,1
6.263,4.975,19052.792,4.409,173.718,633.811,7.861,230.801,26.33,8.093,1
6.506,4.187,17303.371,2.811,367.751,253.539,13.103,187.956,21.64,8.725,1
5.619,11.15,25209.904,4.24,252.786,386.662,15.572,186.416,24.668,8.936,0
6.212,8.544,11463.978,5.888,249.131,391.624,11.521,227.056,28.574,8.164,0
6.742,5.528,30635.863,4.634,80.0,405.111,8.45,274.865,23.194,7.646,0
7.904,6.789,25786.05,7.914,254.187,713.256,13.553,206.775,28.502,9.277,0
8.821,4.086,16177.096,6.95,230.906,384.2,23.497,163.114,27.935,7.158,0
5.718,3.264,29185.836,5.469,109.79,110.0,2.725,271.404,24.016,6.363,0
7.493,2.421,12409.667,1.191,349.117,381.188,13.548,217.161,16.558,4.602,1
6.059,1.332,18836.334,3.715,219.504,390.795,10.053,199.37,22.433,8.166,1
7.575,8.801,9202.938,4.004,426.123,376.075,10.583,246.522,11.16,8.646,1
6.969,11.429,29502.7,3.607,385.228,318.763,12.029,207.722,25.585,4.297,0
5.269,3.492,6791.986,5.482,203.808,246.444,10.952,325.132,20.566,6.295,0
8.028,3.535,8137.129,5.523,381.392,664.139,15.208,190.102,19.431,8.752,1
6.495,5.116,13374.365,1.752,401.896,443.195,11.412,253.231,26.802,7.141,0
6.566,3.044,26095.104,6.709,217.482,381.931,2.772,214.309,15.632,7.499,0
6.03,1.484,23706.492,5.132,177.224,660.315,18.259,214.128,23.65,9.043,0
6.446,1.12,18293.329,5.815,81.795,300.761,17.582,170.086,21.029,7.205,1
7.528,11.173,24123.02,6.59,297.338,477.289,9.77,170.359,21.954,8.092,0
6.911,0.767,16749.811,3.566,182.267,255.113,12.724,217.315,24.649,5.454,0
7.429,4.299,20245.787,7.618,299.892,495.091,17.979,142.246,33.576,8.033,1
7.462,0.869,28236.219,4.816,216.733,268.861,17.149,158.345,25.311,4.99,1
8.421,3.156,15896.977,8.125,198.723,461.456,18.608,190.841,30.878,5.066,0
6.757,2.612,12518.578,3.312,217.273,639.388,14.185,258.221,31.094,6.494,0
5.623,1.01,20557.416,7.976,154.516,416.214,15.963,194.429,27.464,8.388,0
8.167,5.238,22311.783,3.292,217.234,141.89,18.839,193.558,12.305,7.494,0
6.769,1.395,18217.91,10.198,202.388,409.293,10.955,131.776,21.61,5.979,0
8.215,0.888,24021.979,3.196,263.797,462.654,14.483,283.263,16.674,8.979,1
7.483,5.632,16191.816,7.213,273.862,513.118,2.84,250.891,38.0,7.974,0
6.969,2.621,18329.049,4.375,173.95,581.831,5.391,257.084,17.178,9.281,1
7.449,1.867,19934.737,6.53,358.568,587.948,14.75,110.104,14.316,5.797,0
9.051,5.866,19367.847,5.019,251.437,389.287,15.437,209.335,6.932,9.982,0
9.177,1.334,27986.266,2.918,392.707,325.867,10.757,138.396,16.99,10.247,0
7.169,0.685,19902.116,0.5,285.492,270.779,9.771,232.44,23.713,9.041,1
7.26,7.671,15524.636,10.115,270.874,340.206,10.9,207.693,29.306,8.278,0
8.176,10.187,20931.881,5.246,223.267,462.184,13.363,218.536,16.793,8.294,0
6.254,3.095,24057.53,0.5,317.261,243.162,2.088,150.586,29.795,7.995,1
7.433,0.2,22532.53,5.705,267.853,293.777,14.595,132.809,22.631,4.928,1
7.074,3.064,22172.249,6.479,337.97,472.476,12.646,154.76,20.185,6.322,1
7.414,6.091,7762.674,3.67,401.396,327.422,13.613,206.929,24.002,7.213,1
6.267,7.174,1800.0,3.683,203.218,449.398,11.943,176.677,31.222,5.545,0
5.51,1.47,25789.22,5.06,317.144,307.283,6.276,203.924,23.296,9.983,1
5.027,2.719,20352.573,7.505,314.735,439.536,7.558,133.682,16.572,8.301,0
5.983,4.067,17359.747,5.3,303.94,312.375,19.356,189.641,25.46,10.608,0
6.641,5.858,22013.035,8.026,228.178,176.763,9.608,266.731,25.367,8.822,0
6.807,5.447,30027.515,7.362,229.898,519.715,16.135,208.278,21.896,4.886,1
9.037,4.87,26687.953,4.642,215.37,321.493,7.629,211.72,28.925,9.753,0
8.206,7.161,23754.434,1.959,213.684,375.164,12.433,212.16,9.723,6.589,0
6.138,3.26,11736.283,4.647,193.589,322.063,10.517,161.844,25.071,9.856,1
7.448,8.853,12580.86,6.153,256.118,470.337,11.206,279.746,27.549,10.115,0
6.693,2.214,1988.37,5.22,200.585,444.98,10.97,209.636,14.597,9.833,1
6.816,5.505,21617.838,6.369,302.03,470.051,18.998,199.746,14.397,9.332,0
7.285,2.47,24706.077,6.827,269.841,339.055,21.174,227.784,28.789,8.18,0
7.719,3.128,25236.157,6.162,279.375,399.033,13.569,241.738,29.812,7.381,0
6.761,3.499,21890.298,4.549,241.753,455.044,10.643,121.492,30.887,10.793,1
8.164,2.364,16498.565,6.14,270.856,590.424,6.518,193.1,18.981,7.89,1
5.958,7.368,13832.196,9.571,243.978,441.784,6.209,312.935,24.166,6.706,1
7.106,2.564,12135.129,2.12,331.261,284.598,19.022,281.042,24.933,8.195,1
9.698,3.37,16437.738,6.075,227.397,437.147,5.891,184.148,13.098,9.468,1
7.323,5.076,11144.129,8.764,296.92,385.2,10.518,230.04,23.912,9.402,1
8.533,12.5,28913.701,2.751,153.958,165.152,13.199,172.037,23.805,5.445,0
7.192,5.203,9034.585,7.102,325.526,183.581,1.5,209.452,27.323,9.345,1
7.681,3.588,16219.154,7.369,217.463,397.021,6.872,164.793,19.685,8.641,1
7.043,0.57,4914.58,2.146,187.457,407.136,6.477,163.859,30.253,6.778,0
6.93,3.067,19427.607,6.525,168.202,369.63,9.504,157.448,23.466,5.916,1
6.321,2.047,17484.506,4.557,161.477,511.102,13.664,282.528,32.916,9.974,1
7.53,2.692,15180.863,4.979,224.075,292.783,17.125,163.575,27.33,10.152,0
6.248,2.431,11436.909,4.45,392.383,238.657,9.514,252.797,24.611,10.226,1
7.766,5.042,17516.002,7.725,210.318,305.917,10.423,166.259,16.145,5.046,0
8.185,3.019,13961.004,4.876,80.0,331.827,11.962,159.962,15.344,7.023,0
7.467,1.674,16610.359,4.173,296.065,398.022,8.875,211.417,32.285,7.503,1
6.814,6.262,30223.295,4.207,170.288,309.283,14.38,118.57,28.091,10.104,0
7.554,1.214,18619.152,4.418,334.259,147.993,14.519,226.557,21.347,8.854,1
6.791,3.471,20963.637,2.941,229.208,110.0,1.5,182.513,20.583,6.997,1
8.036,3.084,14480.979,4.156,241.709,419.779,15.377,159.708,24.287,7.692,1
5.269,4.386,12401.169,5.335,366.771,269.517,13.072,147.898,15.198,8.685,0
6.764,7.211,17350.775,5.909,317.507,164.357,13.664,298.423,20.287,8.746,1
5.109,12.5,33775.519,7.508,159.058,479.993,17.808,188.113,26.553,10.425,0
5.605,3.586,15631.72,5.582,171.563,590.422,4.462,185.794,27.329,10.022,1
8.464,2.021,19849.346,4.151,113.4,393.665,6.85,238.012,20.865,9.645,1
7.995,1.868,12115.41,3.078,460.0,437.213,12.184,143.709,32.281,6.024,0
6.381,1.861,1800.0,5.689,191.67,438.23,2.054,252.386,29.061,6.135,1
5.597,4.275,12366.096,4.865,364.434,127.422,11.548,188.034,18.541,5.617,0
4.5,0.438,32974.612,4.931,219.757,511.638,16.307,113.893,15.6,8.162,0
6.557,1.149,21370.037,5.625,173.212,553.786,14.285,160.823,26.448,6.555,1
9.52,4.278,28166.007,6.139,266.833,625.416,12.855,129.766,20.39,8.472,0
7.535,6.47,15239.805,5.639,237.234,352.486,11.453,194.463,19.288,8.732,1
6.54,6.496,2180.598,4.759,333.159,268.786,10.575,146.352,24.293,7.844,0
7.565,3.708,10293.391,3.497,334.223,568.027,10.315,140.296,27.172,9.033,1
5.539,5.926,20080.661,3.874,214.838,464.869,13.529,206.071,27.593,6.292,0
6.803,7.293,19044.49,6.797,142.604,509.96,5.521,192.416,23.32,4.793,0
7.199,2.534,17432.245,4.253,163.241,327.351,19.084,256.504,9.695,6.183,1
7.014,6.812,14053.381,2.408,80.0,437.587,9.181,254.067,28.536,8.962,1
7.891,0.819,23608.152,7.419,241.671,278.592,15.01,193.375,18.325,10.767,1
7.445,1.12,14241.247,3.215,263.997,404.371,12.862,217.481,24.789,10.119,1
7.768,2.652,19500.81,5.17,167.86,363.253,7.309,112.586,22.291,7.099,1
6.412,0.719,18769.633,6.082,157.59,686.226,18.317,228.282,36.016,9.19,0
7.998,5.098,15104.734,5.106,263.633,470.836,17.367,212.589,34.936,4.966,0
8.729,2.252,11771.576,0.5,211.284,146.759,5.432,242.474,20.335,10.252,1
6.13,3.108,14722.354,5.881,246.901,404.813,12.169,173.158,15.201,8.414,1
6.212,3.193,29678.542,7.753,233.786,449.181,13.433,173.637,15.655,8.894,0
8.436,2.601,24730.911,6.673,286.142,348.125,3.179,173.98,24.575,4.031,0
6.909,1.852,24132.527,0.852,216.951,272.669,2.958,268.902,19.869,8.309,1
8.504,4.932,12387.986,9.354,223.457,484.262,8.749,205.561,16.555,10.799,0
6.657,2.214,8155.02,2.448,105.047,289.634,6.591,107.722,19.963,8.014,1
8.555,3.162,24627.212,2.943,260.722,474.053,7.804,225.441,25.617,7.32,0
7.231,4.417,23380.987,6.664,272.539,279.495,6.591,164.519,22.546,7.025,1
7.358,7.254,18392.118,6.006,249.896,340.932,11.949,249.652,20.202,6.189,0
8.665,6.881,15091.491,5.261,427.506,519.738,8.485,219.631,20.93,7.649,0
6.738,2.372,7984.36,3.961,278.836,463.701,17.513,258.224,22.061,5.298,0
6.159,1.774,23138.103,7.762,251.699,408.771,13.311,247.137,24.291,8.299,1
6.651,8.231,25209.878,5.021,307.427,401.412,16.074,241.555,24.631,9.487,1
7.552,2.205,13085.899,1.968,444.593,415.866,4.903,252.396,13.439,6.716,1
5.534,4.797,12543.103,7.565,286.481,310.015,9.673,234.828,23.967,8.18,1
7.737,0.68,25566.903,5.539,80.0,222.996,13.113,151.839,20.9,7.375,0
6.561,0.425,13327.881,7.33,301.725,473.301,14.538,127.103,17.12,8.201,1
8.248,3.584,29063.891,6.245,190.265,588.612,9.585,144.336,20.838,9.129,1
4.706,2.853,16791.164,9.883,101.59,477.508,10.245,230.188,29.706,8.236,0
6.313,5.659,14987.349,4.48,409.293,435.501,10.738,67.713,27.69,9.039,0
5.414,1.87,17793.202,5.132,390.923,259.977,11.16,189.153,23.564,8.429,0
6.274,4.188,14986.894,6.54,188.06,510.261,22.239,175.377,17.797,9.044,0
7.348,5.457,24820.381,4.492,188.616,462.767,13.91,257.311,15.114,8.059,0
6.921,1.931,23257.766,6.705,278.614,496.218,12.679,183.553,17.537,8.086,1
6.847,2.649,24572.691,0.5,189.76,529.067,6.834,169.732,23.071,8.735,1
6.941,1.327,18699.378,4.954,253.519,595.321,6.941,262.381,23.193,7.36,1
7.303,5.796,14533.696,4.894,204.38,271.233,11.541,184.945,19.222,8.3,1
6.091,4.976,17441.084,4.822,230.966,250.323,17.587,176.061,28.091,5.886,0
7.807,5.232,14732.971,3.346,145.63,422.778,11.604,163.093,25.23,4.227,0
7.763,2.844,27032.877,6.912,335.286,294.298,11.797,205.71,7.623,7.655,0
7.485,4.918,24014.779,4.091,367.322,273.515,9.151,171.768,23.633,6.051,0
7.657,3.036,16905.1,5.501,256.483,551.411,4.662,171.967,27.382,10.963,1
7.396,9.149,11477.913,5.026,261.919,283.912,14.466,269.763,24.174,6.046,1
9.135,3.379,27515.458,6.101,318.478,403.672,11.355,192.689,26.373,8.861,0
7.013,6.621,18388.447,7.962,265.162,209.229,14.507,165.348,21.472,6.203,0
6.793,2.856,16653.912,5.49,412.013,412.565,13.196,135.269,22.622,7.438,1
6.346,7.926,27572.743,6.783,153.109,546.938,8.162,200.918,22.743,5.47,0
6.068,1.77,14185.333,5.39,338.18,550.571,13.514,159.214,24.068,5.302,0
5.856,4.562,15426.975,4.088,255.293,530.399,6.69,169.742,19.641,7.994,0
6.211,2.065,16000.067,4.817,169.697,395.595,13.479,143.166,29.336,6.764,0
7.029,4.062,8942.3,4.533,456.003,538.381,12.217,200.829,31.252,8.815,0
7.434,2.213,19552.28,6.236,460.0,456.61,19.433,118.317,19.92,9.725,1
7.151,3.369,12544.759,5.313,247.331,352.326,8.599,212.631,16.222,4.609,1
6.334,2.471,13790.309,3.511,302.802,450.804,6.529,159.944,15.198,9.367,1
8.0,5.326,12921.169,4.656,224.949,511.281,10.641,229.415,25.349,5.67,0
7.839,4.694,13684.044,2.048,238.625,245.674,15.241,216.689,26.409,6.8,1
6.94,2.007,12047.056,4.731,168.738,277.75,1.5,195.72,25.373,4.877,1
6.447,1.962,19106.892,5.103,156.178,387.766,16.44,236.538,25.872,4.93,0
7.648,1.645,16488.645,8.717,421.753,258.389,11.561,275.632,19.703,3.899,0
7.288,1.384,17812.053,7.797,261.705,256.676,7.361,259.767,11.457,6.672,1
5.652,5.571,32799.622,3.032,269.3,354.53,10.845,117.902,20.116,7.51,0
7.032,1.568,16488.852,5.504,196.106,524.039,9.165,156.705,32.592,6.731,1
7.362,4.303,21432.16,5.539,281.147,521.778,6.987,163.438,24.536,4.177,0
6.2,2.31,22171.872,4.639,137.177,443.53,3.776,225.124,25.462,3.877,0
7.29,6.495,17091.432,4.767,199.232,426.634,15.787,161.277,28.248,7.418,1
5.645,10.588,19279.694,4.392,163.019,655.497,9.982,159.118,18.128,8.82,0
8.436,0.2,17634.538,8.845,374.895,340.278,10.738,149.62,24.296,7.846,1
8.348,1.751,18816.63,4.268,124.589,433.929,16.301,206.439,25.971,10.762,1
6.847,2.28,13687.641,5.782,164.767,334.321,12.751,224.907,17.591,7.331,1
7.463,2.918,14287.626,0.5,90.955,250.509,5.483,123.362,25.11,7.968,1
4.69,2.786,17609.995,6.747,189.349,547.186,15.528,161.717,30.513,7.362,0
5.944,1.105,4682.626,7.469,225.941,368.375,19.177,85.773,20.676,5.993,0
6.806,10.727,27224.473,2.996,348.111,488.379,14.764,58.457,13.01,7.104,0
6.028,2.863,31545.577,4.076,246.13,375.465,8.607,216.657,24.001,8.909,0
7.814,4.68,18607.277,6.003,230.1,554.596,5.872,207.348,19.192,8.98,0
9.097,4.779,21825.55,5.139,290.492,285.332,8.444,199.482,24.05,8.044,0
5.923,0.885,24526.875,6.033,227.353,544.67,12.964,277.284,18.116,10.248,1
6.263,2.58,8889.647,4.526,460.0,512.305,18.918,97.835,23.354,8.223,0
7.335,5.571,23533.807,8.827,214.765,189.643,9.083,75.594,30.118,7.988,0
8.711,8.258,14728.141,3.761,300.166,342.977,9.58,128.216,22.839,10.104,0
5.878,2.622,32389.707,10.483,335.249,527.499,17.096,73.42,13.435,6.113,0
7.349,1.049,16276.313,7.584,212.324,601.479,10.547,156.265,25.179,9.97,1
8.921,2.131,23403.184,6.764,279.057,490.86,20.213,222.057,23.115,5.647,1
5.448,2.537,16340.316,3.019,222.428,357.413,11.834,206.311,24.237,6.921,0
5.819,2.464,31778.503,6.919,288.292,288.799,17.755,246.513,28.645,4.094,0
6.676,1.647,14169.724,6.308,273.579,472.999,14.223,210.392,19.955,7.852,1
6.579,0.947,25073.077,0.861,253.076,353.877,15.682,167.778,21.329,9.786,1
7.913,1.315,21573.406,2.291,166.777,358.973,11.703,161.072,17.029,5.712,1
7.342,2.145,20128.015,5.815,423.414,378.101,11.998,214.06,24.121,6.891,1
5.325,5.508,18988.548,4.833,314.844,510.811,14.385,105.841,23.969,7.001,1
7.615,6.963,13164.419,4.067,129.966,621.773,16.092,45.0,21.494,7.013,0
6.522,3.642,1800.0,7.258,229.269,528.226,14.867,211.462,27.333,5.514,0
8.374,1.349,24483.549,3.332,131.601,406.146,4.546,202.886,16.987,7.468,1
6.472,2.244,14322.546,4.19,329.777,297.097,13.66,276.311,23.736,10.226,1
6.463,0.449,25102.401,3.806,263.148,485.113,9.545,228.304,26.486,6.498,1
7.641,8.361,19786.035,6.12,265.347,604.853,10.044,207.005,19.856,7.814,0
7.863,1.975,25301.669,1.661,193.399,525.425,14.559,172.833,15.034,7.8,1
7.548,4.412,22712.301,4.105,238.177,429.928,20.141,145.388,13.167,6.688,0
5.414,6.644,1800.0,1.654,331.911,346.318,11.456,174.586,23.901,7.901,0
7.638,9.882,21496.822,4.474,354.746,446.421,21.378,242.532,32.825,6.714,0
6.066,5.921,15266.109,6.546,336.946,543.549,7.564,215.502,19.464,8.152,0
7.335,2.452,25072.573,6.582,133.066,432.877,18.043,241.383,25.618,7.273,1
5.676,4.829,21342.849,3.645,249.18,392.588,14.438,195.869,8.933,4.87,0
7.546,9.648,21419.299,6.167,286.532,322.531,13.439,140.525,25.165,4.162,0
6.293,1.96,15730.422,4.73,202.544,715.731,18.724,253.832,16.687,3.552,1
5.817,0.901,11568.06,7.822,123.984,298.088,9.636,248.855,20.719,6.662,0
7.814,1.658,14686.235,4.84,155.636,286.997,18.249,200.204,23.457,8.895,1
7.342,4.609,5800.7,0.5,392.481,424.692,11.563,220.578,13.367,6.086,1
6.486,2.501,13662.766,6.889,163.726,380.769,9.611,217.552,38.0,6.956,0
8.551,3.143,7982.966,4.182,269.043,527.796,6.53,164.238,19.489,6.223,0
6.659,5.153,8154.685,4.552,251.712,531.853,19.634,175.695,26.521,5.897,0
