weather,visibility,road_type,lighting,traffic_density,speed_limit,time_of_day,accident_risk
Rain,2.23,Highway,Daylight,Low,60,Afternoon,Medium
Drizzle,6.499,Highway,Daylight,Medium,50,Afternoon,Medium
Rain,6.241,Urban,Dawn/Dusk,High,60,Evening,High
Clear,5.007,Highway,Daylight,High,50,Evening,Medium
Clear,3.944,Urban,Dawn/Dusk,High,50,Morning,Medium
Fog,3.368,Rural,Daylight,Medium,50,Morning,Medium
Clear,2.986,Urban,Daylight,High,80,Night,High
Clear,6.306,Urban,Daylight,Medium,30,Morning,Low
Drizzle,4.406,Highway,Night-unlit,High,40,Morning,Medium
Clear,7.69,Intersection,Night-lit,High,50,Evening,Medium
Drizzle,5.831,Rural,Night-lit,Very High,60,Night,High
Clear,4.051,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Rain,6.878,Rural,Night-unlit,Very High,80,Morning,High
Fog,9.495,Urban,Daylight,Medium,60,Evening,Medium
Clear,5.946,Rural,Daylight,Medium,60,Night,Medium
Clear,5.079,Urban,Night-lit,Very High,40,Morning,Medium
Clear,3.823,Intersection,Night-lit,High,60,Morning,Medium
Clear,6.352,Rural,Daylight,High,30,Evening,Low
Clear,4.052,Intersection,Daylight,Very High,50,Night,Medium
Drizzle,5.397,Urban,Night-lit,Very High,80,Night,High
Clear,4.992,Urban,Daylight,Low,50,Morning,Low
Clear,4.679,Intersection,Daylight,High,50,Night,Medium
Clear,5.367,Intersection,Dawn/Dusk,High,60,Night,High
Rain,3.692,Urban,Daylight,Low,40,Afternoon,Medium
Rain,5.403,Highway,Daylight,Medium,30,Afternoon,Medium
Clear,7.308,Highway,Dawn/Dusk,Very High,50,Evening,High
Clear,4.358,Rural,Daylight,Medium,100,Evening,Medium
Rain,3.206,Urban,Dawn/Dusk,High,80,Morning,High
Clear,5.879,Urban,Daylight,Medium,40,Night,Low
Rain,4.593,Urban,Night-lit,Medium,30,Evening,Medium
Drizzle,7.926,Highway,Dawn/Dusk,High,50,Evening,High
Drizzle,5.616,Urban,Daylight,Medium,40,Afternoon,Low
Fog,4.753,Urban,Daylight,Very High,50,Night,High
Drizzle,3.597,Urban,Dawn/Dusk,Low,30,Evening,Medium
Clear,7.504,Urban,Daylight,Low,50,Morning,Low
Rain,8.784,Urban,Daylight,Low,100,Night,High
Rain,4.838,Urban,Night-lit,High,50,Afternoon,Medium
Rain,6.091,Urban,Daylight,Medium,60,Evening,Medium
Clear,8.184,Urban,Daylight,Low,60,Night,Low
Rain,2.082,Rural,Daylight,High,30,Afternoon,Medium
Clear,8.701,Highway,Night-lit,Medium,50,Afternoon,Medium
Drizzle,6.16,Rural,Dawn/Dusk,Low,80,Evening,Medium
Rain,6.042,Intersection,Night-unlit,Low,100,Morning,High
Clear,9.07,Intersection,Night-lit,Low,40,Evening,Medium
Clear,6.828,Rural,Night-lit,Medium,40,Morning,Medium
Drizzle,4.855,Highway,Night-lit,Medium,80,Evening,High
Drizzle,7.656,Intersection,Daylight,Medium,60,Evening,Medium
Clear,10.0,Intersection,Daylight,Low,50,Night,Medium
Clear,10.0,Highway,Daylight,Medium,80,Morning,Medium
Fog,6.711,Highway,Dawn/Dusk,High,50,Night,High
Clear,2.424,Rural,Night-unlit,High,40,Morning,Medium
Clear,7.69,Rural,Daylight,Very High,60,Evening,Medium
Clear,7.062,Intersection,Daylight,Medium,50,Night,Medium
Drizzle,4.26,Urban,Daylight,Medium,50,Morning,Medium
Drizzle,3.373,Urban,Dawn/Dusk,Medium,80,Afternoon,High
Drizzle,7.33,Highway,Dawn/Dusk,Medium,40,Night,Low
Fog,4.872,Urban,Daylight,Medium,60,Night,High
Clear,2.309,Intersection,Dawn/Dusk,High,80,Morning,High
Clear,6.066,Rural,Night-lit,Medium,40,Night,Medium
Rain,4.805,Urban,Dawn/Dusk,Medium,30,Night,Medium
Drizzle,4.031,Intersection,Night-lit,Medium,80,Afternoon,High
Drizzle,4.289,Urban,Night-lit,Very High,50,Morning,Medium
Clear,6.908,Rural,Dawn/Dusk,High,60,Morning,Medium
Rain,6.456,Intersection,Night-lit,Medium,40,Evening,High
Drizzle,3.647,Urban,Daylight,Medium,40,Evening,Medium
Clear,7.813,Intersection,Daylight,High,50,Morning,Low
Storm,5.919,Highway,Daylight,Medium,40,Afternoon,Medium
Clear,8.492,Intersection,Night-lit,Very High,40,Morning,High
Clear,5.463,Urban,Night-lit,Very High,60,Morning,High
Clear,6.154,Urban,Night-unlit,Low,50,Night,Medium
Clear,4.353,Rural,Night-unlit,Medium,80,Afternoon,Medium
Storm,5.614,Urban,Daylight,High,40,Night,Medium
Clear,6.504,Intersection,Night-lit,Medium,40,Morning,Medium
Rain,2.098,Urban,Night-unlit,Medium,60,Morning,High
Clear,8.525,Rural,Night-lit,Medium,40,Evening,Medium
Fog,5.964,Highway,Dawn/Dusk,Medium,80,Night,High
Clear,4.754,Highway,Dawn/Dusk,High,80,Afternoon,Medium
Fog,8.358,Urban,Night-unlit,Medium,60,Afternoon,High
Fog,8.699,Urban,Night-unlit,Very High,60,Evening,High
Drizzle,3.71,Highway,Night-unlit,Medium,80,Evening,High
Drizzle,7.865,Urban,Night-lit,High,60,Night,High
Clear,8.011,Highway,Daylight,High,50,Evening,Medium
Clear,7.941,Urban,Night-unlit,Medium,80,Night,Medium
Storm,6.044,Urban,Night-lit,High,80,Afternoon,High
Clear,7.005,Intersection,Night-lit,Medium,60,Morning,Medium
Fog,3.732,Rural,Daylight,Very High,60,Evening,Medium
Rain,3.136,Urban,Dawn/Dusk,High,60,Evening,High
Clear,8.041,Rural,Daylight,High,80,Evening,Medium
Drizzle,3.364,Highway,Night-lit,Medium,40,Evening,Medium
Rain,4.561,Intersection,Night-unlit,Low,40,Morning,Medium
Clear,9.713,Rural,Dawn/Dusk,Medium,80,Morning,Medium
Drizzle,5.394,Urban,Night-unlit,High,40,Afternoon,Medium
Clear,4.743,Intersection,Night-unlit,Very High,30,Morning,Medium
Fog,5.662,Intersection,Night-lit,Medium,50,Afternoon,Medium
Clear,6.816,Rural,Night-lit,Low,60,Night,Medium
Clear,5.967,Urban,Dawn/Dusk,Medium,60,Night,Medium
Rain,5.344,Highway,Dawn/Dusk,Medium,50,Night,High
Fog,5.159,Urban,Daylight,High,60,Afternoon,High
Clear,2.757,Rural,Dawn/Dusk,Low,40,Evening,Medium
Clear,7.347,Intersection,Daylight,Low,30,Morning,Low
Fog,2.409,Rural,Night-lit,Low,80,Morning,High
Drizzle,4.594,Urban,Daylight,Very High,40,Morning,Medium
Drizzle,3.374,Urban,Night-lit,Medium,80,Afternoon,Medium
Rain,4.9,Urban,Dawn/Dusk,High,30,Evening,Medium
Drizzle,4.005,Intersection,Daylight,High,50,Afternoon,Medium
Rain,6.716,Intersection,Night-lit,High,80,Evening,High
Clear,9.283,Intersection,Night-lit,High,50,Evening,High
Rain,1.782,Highway,Night-lit,Medium,40,Morning,Medium
Rain,7.386,Highway,Daylight,Medium,30,Night,Medium
Clear,5.431,Urban,Dawn/Dusk,Low,100,Evening,Low
Clear,6.36,Rural,Daylight,Medium,60,Morning,Medium
Clear,3.86,Highway,Night-lit,Low,40,Night,Medium
Clear,4.118,Urban,Daylight,Medium,100,Morning,Medium
Clear,5.872,Highway,Night-unlit,Medium,30,Morning,Medium
Clear,6.195,Rural,Daylight,Medium,80,Morning,Medium
Clear,7.362,Intersection,Night-unlit,Medium,40,Morning,Medium
Clear,5.698,Rural,Daylight,High,50,Night,Medium
Clear,4.866,Urban,Dawn/Dusk,Medium,40,Evening,Medium
Storm,6.026,Highway,Night-lit,High,80,Night,High
Rain,5.291,Rural,Daylight,High,80,Night,High
Drizzle,3.677,Highway,Night-lit,High,30,Night,Medium
Clear,5.455,Urban,Night-unlit,Low,40,Evening,Medium
Clear,7.292,Rural,Daylight,Medium,40,Evening,Low
Storm,9.807,Intersection,Night-lit,High,80,Night,High
Rain,4.691,Urban,Daylight,Very High,40,Night,High
Rain,10.0,Intersection,Daylight,Medium,50,Night,Medium
Rain,3.691,Rural,Daylight,High,60,Evening,High
Fog,5.355,Highway,Night-lit,Low,80,Morning,High
Rain,5.144,Highway,Night-unlit,Low,30,Evening,Medium
Clear,5.955,Intersection,Daylight,High,50,Night,Medium
Drizzle,5.695,Intersection,Dawn/Dusk,Low,50,Afternoon,Medium
Rain,5.874,Urban,Daylight,High,40,Morning,Medium
Drizzle,5.303,Highway,Daylight,Medium,60,Night,Medium
Drizzle,10.0,Intersection,Night-unlit,Medium,60,Morning,Medium
Clear,6.126,Intersection,Night-unlit,Low,60,Morning,Medium
Clear,4.707,Rural,Night-unlit,High,50,Afternoon,Medium
Clear,8.239,Urban,Night-lit,Low,60,Night,Medium
Rain,0.952,Highway,Night-lit,Very High,60,Morning,High
Drizzle,3.927,Urban,Daylight,Low,60,Night,Low
Drizzle,1.323,Highway,Daylight,Low,40,Night,High
Rain,9.392,Rural,Night-unlit,Medium,60,Morning,High
Drizzle,5.645,Intersection,Dawn/Dusk,Low,80,Night,Medium
Drizzle,8.449,Intersection,Daylight,Medium,40,Morning,Medium
Drizzle,3.214,Intersection,Daylight,Very High,50,Afternoon,High
Drizzle,4.23,Urban,Daylight,Very High,30,Morning,Medium
Clear,7.38,Highway,Night-lit,Very High,50,Morning,Medium
Drizzle,7.387,Urban,Daylight,High,80,Night,High
Rain,4.484,Urban,Daylight,High,50,Afternoon,Medium
Clear,4.787,Urban,Daylight,Medium,50,Night,Medium
Clear,6.727,Intersection,Night-lit,Very High,40,Afternoon,Medium
Drizzle,6.482,Rural,Night-lit,High,30,Morning,Low
Fog,9.408,Highway,Dawn/Dusk,Low,80,Afternoon,High
Clear,1.528,Urban,Daylight,High,60,Night,High
Clear,5.348,Urban,Daylight,Medium,50,Morning,Low
Rain,9.003,Rural,Daylight,High,30,Afternoon,Medium
Clear,5.613,Urban,Night-lit,High,50,Evening,Medium
Drizzle,0.98,Rural,Night-unlit,Medium,60,Morning,High
Clear,4.062,Rural,Daylight,Medium,80,Afternoon,Medium
Drizzle,2.792,Highway,Night-lit,High,60,Evening,High
Drizzle,7.684,Urban,Night-lit,Very High,30,Morning,Medium
Fog,6.563,Intersection,Night-lit,Very High,50,Night,High
Clear,4.097,Rural,Dawn/Dusk,Medium,40,Afternoon,Medium
Clear,5.888,Urban,Daylight,Medium,60,Afternoon,Low
Storm,5.036,Urban,Dawn/Dusk,High,50,Afternoon,High
Clear,2.62,Urban,Daylight,Low,40,Afternoon,Low
Clear,3.387,Urban,Daylight,Medium,40,Morning,Medium
Rain,1.786,Rural,Night-lit,Medium,60,Evening,High
Rain,6.782,Urban,Daylight,Low,60,Morning,Medium
Rain,4.979,Highway,Daylight,High,50,Afternoon,Medium
Rain,6.904,Intersection,Night-lit,High,50,Afternoon,Medium
Rain,4.958,Urban,Night-lit,Medium,60,Morning,Medium
Rain,2.414,Highway,Night-unlit,Medium,30,Afternoon,High
Drizzle,6.35,Intersection,Night-unlit,High,50,Morning,High
Drizzle,5.583,Highway,Night-unlit,Medium,40,Afternoon,Medium
Clear,3.253,Highway,Night-lit,High,100,Night,Medium
Drizzle,4.113,Urban,Night-lit,Medium,40,Evening,Medium
Clear,9.468,Highway,Dawn/Dusk,Very High,50,Morning,Medium
Clear,2.026,Rural,Daylight,High,50,Evening,Medium
Clear,5.261,Intersection,Dawn/Dusk,High,60,Evening,Medium
Rain,5.794,Urban,Night-lit,Low,60,Afternoon,Medium
Drizzle,7.475,Highway,Dawn/Dusk,High,50,Evening,High
Rain,5.995,Urban,Daylight,Very High,60,Night,High
Rain,9.769,Urban,Daylight,Very High,50,Afternoon,Medium
Fog,3.45,Intersection,Night-lit,High,50,Night,High
Fog,7.349,Rural,Night-unlit,High,60,Afternoon,High
Clear,7.127,Urban,Night-lit,Medium,100,Morning,Medium
Fog,2.098,Intersection,Dawn/Dusk,Medium,50,Afternoon,High
Rain,3.758,Urban,Night-unlit,High,50,Morning,High
Drizzle,6.621,Rural,Night-lit,Medium,40,Night,Medium
Rain,3.505,Intersection,Night-lit,Medium,60,Night,High
Rain,4.129,Rural,Daylight,High,50,Evening,Medium
Storm,6.058,Rural,Daylight,Medium,30,Night,Medium
Drizzle,5.391,Highway,Night-lit,Very High,30,Morning,Medium
Drizzle,4.332,Intersection,Night-lit,Medium,80,Afternoon,Medium
Clear,9.53,Urban,Daylight,Very High,50,Night,Medium
Rain,5.586,Rural,Night-unlit,Medium,80,Evening,High
Clear,1.364,Highway,Daylight,High,80,Evening,High
Clear,7.293,Highway,Night-unlit,Medium,60,Morning,Medium
Clear,3.673,Urban,Night-lit,Very High,40,Evening,Medium
Clear,3.251,Urban,Daylight,Medium,50,Morning,Medium
Fog,6.998,Highway,Dawn/Dusk,Low,40,Morning,Medium
Drizzle,3.828,Rural,Night-unlit,Low,30,Afternoon,Medium
Drizzle,6.25,Urban,Daylight,Very High,40,Afternoon,Medium
Fog,7.728,Rural,Daylight,High,50,Night,High
Drizzle,6.315,Urban,Night-unlit,Medium,60,Night,High
Rain,8.133,Urban,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,6.737,Intersection,Night-lit,Very High,60,Afternoon,High
Clear,5.46,Highway,Daylight,High,60,Afternoon,Medium
Clear,8.132,Highway,Night-lit,Low,100,Night,Medium
Rain,8.77,Highway,Daylight,Medium,80,Morning,High
Clear,6.036,Urban,Daylight,Medium,100,Night,Medium
Drizzle,6.578,Rural,Night-lit,Low,80,Evening,Medium
Clear,2.554,Urban,Dawn/Dusk,High,40,Evening,Medium
Clear,2.636,Urban,Daylight,Low,40,Evening,Medium
Clear,3.107,Rural,Daylight,Medium,30,Afternoon,Low
Rain,2.441,Intersection,Daylight,Very High,60,Evening,High
Clear,4.809,Rural,Daylight,Low,50,Morning,Low
Fog,4.906,Urban,Daylight,High,80,Night,High
Clear,2.959,Urban,Daylight,High,80,Evening,High
Clear,4.459,Highway,Night-unlit,Very High,50,Morning,Medium
Clear,7.469,Urban,Daylight,Very High,80,Evening,Medium
Clear,5.15,Urban,Daylight,Low,40,Night,Low
Rain,3.952,Urban,Daylight,Very High,100,Evening,High
Clear,4.181,Rural,Daylight,High,40,Morning,Low
Clear,9.139,Rural,Daylight,High,80,Evening,Medium
Clear,0.4,Urban,Dawn/Dusk,Low,60,Morning,High
Clear,3.44,Highway,Night-lit,Medium,30,Afternoon,Medium
Clear,7.568,Intersection,Daylight,Medium,60,Morning,Medium
Rain,0.94,Rural,Daylight,High,80,Afternoon,High
Rain,4.708,Urban,Daylight,Low,60,Evening,Medium
Rain,5.678,Urban,Night-unlit,High,40,Morning,Medium
Clear,4.787,Intersection,Daylight,Very High,50,Night,Medium
Drizzle,4.441,Highway,Night-unlit,Very High,40,Night,High
Drizzle,3.854,Intersection,Daylight,Medium,60,Morning,Medium
Clear,7.227,Rural,Dawn/Dusk,High,60,Morning,Medium
Rain,3.399,Highway,Daylight,Medium,60,Night,High
Drizzle,6.356,Intersection,Dawn/Dusk,Medium,80,Morning,Medium
Rain,5.404,Urban,Night-lit,Medium,40,Morning,Medium
Clear,8.61,Highway,Night-lit,High,50,Morning,Medium
Rain,4.565,Intersection,Night-unlit,Medium,60,Evening,High
Fog,5.919,Urban,Daylight,Medium,50,Evening,Medium
Clear,5.364,Urban,Daylight,Low,80,Morning,Medium
Drizzle,4.58,Urban,Night-unlit,High,80,Afternoon,High
Clear,6.255,Urban,Dawn/Dusk,High,100,Evening,High
Clear,3.833,Rural,Daylight,High,30,Morning,Medium
Drizzle,1.369,Highway,Daylight,Low,60,Night,High
Clear,7.923,Urban,Night-unlit,Medium,60,Evening,Medium
Fog,6.595,Urban,Night-unlit,Medium,30,Evening,High
Drizzle,3.461,Rural,Night-lit,Low,50,Morning,Medium
Drizzle,1.084,Urban,Night-unlit,Medium,80,Night,High
Drizzle,0.965,Rural,Night-lit,Low,60,Afternoon,Medium
Storm,3.376,Rural,Night-unlit,High,30,Night,High
Rain,2.932,Rural,Night-lit,Medium,40,Evening,High
Rain,3.368,Intersection,Night-lit,Very High,40,Afternoon,High
Drizzle,5.217,Urban,Daylight,Low,50,Night,Medium
Clear,6.529,Urban,Night-lit,High,30,Morning,Medium
Drizzle,1.877,Highway,Dawn/Dusk,Low,50,Afternoon,Medium
Rain,6.927,Rural,Night-lit,Medium,50,Evening,Medium
Drizzle,6.438,Highway,Dawn/Dusk,High,30,Afternoon,Medium
Clear,6.919,Highway,Daylight,Low,30,Afternoon,Low
Clear,4.096,Urban,Night-lit,Very High,60,Afternoon,Medium
Clear,5.038,Urban,Night-lit,Medium,60,Afternoon,Medium
Clear,8.009,Urban,Night-unlit,High,80,Afternoon,High
Drizzle,6.134,Urban,Dawn/Dusk,Medium,80,Night,High
Clear,7.321,Rural,Daylight,Medium,100,Night,Low
Fog,3.892,Urban,Night-unlit,Medium,50,Afternoon,High
Clear,5.999,Highway,Dawn/Dusk,Medium,60,Afternoon,Medium
Clear,5.103,Urban,Daylight,High,60,Morning,Medium
Rain,5.208,Urban,Dawn/Dusk,Medium,30,Afternoon,Medium
Drizzle,2.663,Highway,Daylight,Low,40,Afternoon,Medium
Drizzle,5.517,Urban,Daylight,Medium,50,Night,Low
Clear,5.885,Urban,Daylight,High,40,Afternoon,Medium
Clear,4.356,Highway,Night-unlit,High,60,Evening,High
Rain,3.223,Urban,Daylight,Low,60,Afternoon,Medium
Rain,6.718,Highway,Night-lit,Very High,40,Afternoon,High
Clear,2.961,Urban,Night-lit,High,50,Night,Medium
Clear,5.12,Urban,Dawn/Dusk,Low,40,Evening,Medium
Drizzle,5.056,Rural,Dawn/Dusk,High,100,Afternoon,Medium
Drizzle,5.3,Highway,Daylight,High,30,Morning,Medium
Clear,4.129,Highway,Night-lit,High,30,Evening,Medium
Drizzle,0.695,Intersection,Daylight,High,50,Night,High
Drizzle,5.144,Urban,Daylight,Medium,80,Afternoon,Medium
Clear,4.935,Urban,Night-lit,Medium,80,Evening,Medium
Fog,6.274,Intersection,Night-lit,Very High,80,Evening,High
Clear,2.906,Urban,Dawn/Dusk,Medium,100,Night,High
Drizzle,5.839,Urban,Daylight,Medium,60,Morning,Medium
Rain,7.255,Intersection,Daylight,Low,80,Afternoon,Medium
Drizzle,7.1,Urban,Dawn/Dusk,Very High,100,Night,High
Drizzle,4.61,Intersection,Night-unlit,High,80,Evening,High
Clear,6.109,Urban,Night-unlit,Low,100,Evening,High
Clear,6.287,Highway,Daylight,Very High,50,Night,Medium
Rain,1.773,Urban,Daylight,High,50,Evening,High
Clear,3.739,Rural,Daylight,Very High,100,Afternoon,Medium
Clear,4.204,Urban,Night-lit,Medium,100,Morning,Medium
Clear,4.35,Highway,Daylight,High,50,Afternoon,Medium
Rain,8.842,Intersection,Daylight,High,50,Night,Medium
Rain,7.931,Highway,Night-unlit,Medium,60,Afternoon,High
Clear,8.648,Urban,Night-lit,Medium,80,Morning,Medium
Drizzle,3.391,Highway,Dawn/Dusk,High,80,Afternoon,High
Drizzle,3.708,Intersection,Daylight,Very High,80,Evening,High
Rain,5.492,Highway,Night-lit,Very High,50,Evening,High
Clear,5.744,Highway,Night-lit,Medium,60,Evening,Medium
Clear,6.213,Urban,Night-lit,High,60,Evening,Medium
Rain,5.38,Highway,Dawn/Dusk,Very High,30,Morning,High
Drizzle,4.247,Highway,Night-lit,Medium,80,Evening,High
Rain,6.175,Highway,Daylight,Medium,60,Morning,Medium
Fog,6.726,Urban,Night-unlit,Medium,80,Afternoon,High
Drizzle,5.543,Urban,Night-lit,Low,100,Afternoon,Medium
Rain,7.915,Urban,Daylight,Medium,30,Evening,Medium
Rain,5.117,Urban,Daylight,Low,50,Morning,Medium
Clear,6.695,Highway,Dawn/Dusk,Medium,30,Morning,Medium
Fog,5.974,Highway,Dawn/Dusk,Medium,80,Morning,High
Clear,7.304,Urban,Daylight,Medium,50,Morning,Low
Storm,6.921,Rural,Daylight,Very High,80,Afternoon,High
Rain,4.61,Urban,Dawn/Dusk,Medium,30,Evening,Medium
Rain,4.321,Highway,Dawn/Dusk,High,80,Morning,High
Rain,5.26,Urban,Night-lit,Medium,50,Evening,High
Drizzle,4.803,Highway,Daylight,Medium,80,Night,High
Drizzle,5.891,Urban,Daylight,Low,50,Evening,Low
Rain,7.572,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Clear,4.962,Rural,Dawn/Dusk,High,40,Morning,High
Clear,4.737,Urban,Night-lit,Medium,60,Morning,Low
Clear,6.687,Highway,Night-unlit,High,30,Afternoon,Medium
Drizzle,4.954,Intersection,Daylight,Medium,50,Night,Medium
Fog,2.629,Urban,Daylight,Low,60,Night,High
Clear,2.44,Highway,Dawn/Dusk,High,50,Night,High
Clear,4.288,Intersection,Dawn/Dusk,Medium,60,Morning,Medium
Fog,8.854,Urban,Daylight,Low,50,Night,Medium
Fog,0.808,Intersection,Night-unlit,Low,50,Morning,High
Clear,6.53,Urban,Dawn/Dusk,Medium,60,Evening,Medium
Rain,3.174,Highway,Night-unlit,Low,60,Afternoon,High
Drizzle,3.473,Urban,Dawn/Dusk,High,50,Night,High
Rain,4.74,Urban,Night-lit,High,50,Afternoon,Medium
Clear,8.298,Rural,Daylight,Very High,40,Morning,Medium
Rain,5.3,Highway,Daylight,Medium,50,Night,High
Drizzle,4.091,Urban,Dawn/Dusk,Medium,50,Evening,Medium
Fog,9.001,Urban,Night-lit,Very High,30,Evening,High
Drizzle,5.667,Rural,Daylight,Low,50,Night,Low
Clear,6.277,Urban,Dawn/Dusk,High,40,Evening,Medium
Clear,3.938,Urban,Night-lit,Medium,50,Afternoon,Medium
Rain,4.005,Highway,Daylight,Medium,50,Morning,Medium
Fog,3.369,Highway,Night-lit,Low,80,Morning,High
Clear,5.903,Urban,Daylight,High,40,Morning,Low
Rain,2.918,Rural,Night-lit,Medium,80,Afternoon,High
Clear,4.391,Rural,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,5.152,Highway,Daylight,Very High,40,Morning,Medium
Drizzle,8.006,Urban,Night-unlit,Medium,40,Morning,Medium
Clear,4.16,Highway,Night-lit,Medium,100,Evening,High
Rain,6.115,Highway,Night-unlit,High,60,Afternoon,High
Rain,5.167,Urban,Daylight,Low,60,Morning,Low
Fog,8.054,Intersection,Daylight,Medium,80,Morning,High
Clear,7.048,Intersection,Daylight,Medium,100,Morning,Medium
Drizzle,4.321,Rural,Dawn/Dusk,Medium,80,Night,Medium
Storm,7.02,Urban,Night-lit,High,50,Night,High
Clear,4.787,Urban,Daylight,High,30,Afternoon,Low
Rain,0.4,Highway,Daylight,Low,100,Morning,High
Drizzle,7.435,Urban,Daylight,High,100,Morning,High
Storm,3.66,Rural,Night-lit,Medium,80,Evening,High
Clear,6.702,Urban,Night-lit,Medium,60,Morning,Medium
Clear,4.029,Urban,Night-unlit,Medium,60,Morning,Medium
Rain,5.645,Intersection,Dawn/Dusk,High,100,Evening,High
Rain,3.948,Urban,Daylight,Medium,80,Morning,High
Storm,1.524,Highway,Night-lit,Medium,50,Night,High
Clear,4.588,Highway,Daylight,Very High,80,Night,High
Drizzle,3.169,Rural,Daylight,High,80,Evening,High
Drizzle,7.63,Urban,Night-lit,Very High,100,Evening,High
Storm,4.918,Highway,Night-unlit,Medium,100,Evening,High
Clear,4.978,Urban,Dawn/Dusk,Medium,80,Morning,Medium
Clear,8.768,Highway,Dawn/Dusk,Medium,50,Afternoon,Medium
Storm,5.471,Rural,Night-lit,Low,60,Morning,High
Clear,6.388,Intersection,Night-lit,Very High,50,Night,High
Clear,8.212,Urban,Dawn/Dusk,Low,50,Afternoon,Medium
Clear,2.004,Intersection,Daylight,Very High,40,Evening,High
Rain,4.272,Urban,Dawn/Dusk,High,30,Afternoon,Medium
Rain,8.003,Highway,Daylight,Medium,100,Evening,High
Clear,5.36,Urban,Daylight,Low,60,Night,High
Rain,7.742,Rural,Night-lit,High,50,Afternoon,Medium
Rain,8.167,Intersection,Dawn/Dusk,High,100,Afternoon,High
Fog,8.898,Intersection,Dawn/Dusk,Very High,80,Evening,High
Clear,6.591,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Rain,4.364,Intersection,Daylight,Medium,80,Night,High
Fog,2.733,Intersection,Night-unlit,Very High,30,Morning,High
Drizzle,4.301,Urban,Daylight,Medium,50,Morning,Medium
Clear,4.157,Urban,Daylight,Low,40,Night,Medium
Clear,7.042,Urban,Night-lit,Very High,60,Afternoon,Medium
Drizzle,6.623,Highway,Daylight,Medium,100,Afternoon,High
Rain,2.839,Rural,Dawn/Dusk,High,30,Evening,High
Clear,4.506,Urban,Daylight,High,100,Afternoon,Medium
Rain,3.59,Urban,Night-unlit,Medium,40,Night,High
Clear,6.653,Urban,Night-unlit,Very High,100,Night,High
Rain,5.859,Urban,Dawn/Dusk,Very High,30,Night,High
Rain,7.306,Urban,Daylight,High,50,Afternoon,Medium
Drizzle,4.822,Rural,Daylight,Medium,50,Night,Medium
Drizzle,5.023,Intersection,Dawn/Dusk,High,60,Night,Medium
Clear,8.666,Intersection,Daylight,High,80,Morning,Medium
Rain,7.975,Rural,Dawn/Dusk,Medium,60,Night,High
Drizzle,5.361,Highway,Daylight,High,40,Night,Medium
Clear,8.851,Rural,Night-lit,High,80,Night,High
Drizzle,5.81,Intersection,Daylight,Medium,60,Morning,Medium
Rain,6.261,Urban,Night-unlit,Low,50,Afternoon,Medium
Rain,7.216,Intersection,Daylight,Medium,50,Afternoon,Medium
Storm,3.648,Urban,Daylight,Very High,80,Night,High
Clear,5.162,Rural,Daylight,High,50,Morning,Medium
Rain,4.399,Highway,Night-unlit,Very High,80,Night,Medium
Rain,7.765,Highway,Night-lit,Medium,60,Morning,High
Rain,4.498,Urban,Daylight,Medium,50,Night,High
Clear,3.79,Urban,Daylight,High,60,Evening,Medium
Drizzle,5.706,Urban,Daylight,High,50,Evening,Medium
Storm,4.064,Urban,Night-lit,Medium,40,Evening,High
